client_id,fold
CC_00E69205F24E,3
CC_00E89DF054F4,3
CC_00E9CC8D9EEF,4
CC_00EA46DE25DD,3
CC_00EE0EEB58D5,0
CC_00F9F67E6F05,1
CC_00FA46F7366C,2
CC_00FB89799652,2
CC_00FFE2036AB1,4
CC_00FFE77863DF,1
CC_0102323406AC,0
CC_0102B5DA5A15,3
CC_010B09136D06,0
CC_010CDC88F5F5,3
CC_010D45E8285C,3
CC_0113BEA391CB,4
CC_01188B92EA48,4
CC_011BF4A47C7C,2
CC_011C317218A8,4
CC_011D9EA99494,0
CC_011F2346F3A2,0
CC_011F409B64EA,0
CC_012038AA52E3,1
CC_01240BC10405,4
CC_0124E7389107,4
CC_0128A7811A95,3
CC_012A37359DB7,4
CC_012C42D7E854,1
CC_012E7A7878E5,4
CC_012ED63A7E6C,0
CC_01349EB3649A,0
CC_013536D5B9AF,4
CC_0136641C69EB,4
CC_01384D5CFF72,3
CC_0138BB7BD8A3,1
CC_01399364C26C,2
CC_013AB3EC63DC,4
CC_014366E64DCA,4
CC_014A63C90F62,1
CC_014BF9E304F3,2
CC_014C89539CCB,1
CC_014CF6A70FBF,0
CC_014E1324EE80,3
CC_01509F2183B8,0
CC_01554CCC0460,1
CC_015B291B0487,0
CC_015B8DE78DB8,4
CC_0161B5B24B5F,4
CC_01653DC77271,1
CC_01667940AC27,3
CC_016B51878C16,0
CC_016C33BE1E7B,0
CC_016EFF422602,3
CC_016FEE812B9C,0
CC_01712CAA42A3,0
CC_0174CAC73142,3
CC_0177D857E633,3
CC_017BA5C2C520,0
CC_017DCE877A26,2
CC_018248BA2DAA,4
CC_0182FB5AA05F,4
CC_01882463E3CD,0
CC_018CEE8FE58D,4
CC_018E749907B7,1
CC_018FB501A605,4
CC_01908B0AA50C,2
CC_0193729A77D2,4
CC_01960FDF3E7F,0
CC_019611B783AB,3
CC_019912E3B581,0
CC_019EF3051B45,3
CC_019FDD770163,4
CC_01A164F25668,3
CC_01A5CBDF8101,2
CC_01A9DD94B3E3,2
CC_01AA79D4600A,2
CC_01ACFC758043,4
CC_01B0D8601911,4
CC_01B76192CFFA,0
CC_01B852C90D56,4
CC_01BEF0C26362,2
CC_01C3FF12EB8D,0
CC_01C6D9F0DB8E,3
CC_01C7A2731579,1
CC_01C8FC78044C,1
CC_01C98663A16F,4
CC_01CAF0E84BBF,3
CC_01CBA617AF23,1
CC_01CF95E913FC,4
CC_01D06CCF898A,0
CC_01D2B07730D0,2
CC_01D3556F1812,1
CC_01D4CBCDC120,1
CC_01D55EDD2BE6,0
CC_01D586B7E7A4,2
CC_01D5A1099D98,0
CC_01D8177D33B9,1
CC_01D8D0BB7961,4
CC_01DD43C01B80,4
CC_01DFA1DF53F6,4
CC_01E062ACC88B,4
CC_01E2B7ED6107,0
CC_01E70E8718A9,4
CC_01E7623CBD0F,4
CC_01EAF8DA6227,1
CC_01F2091FC586,0
CC_01F37D908978,4
CC_01FA4C26ABEC,2
CC_01FAB37C1CFB,0
CC_01FD4C56F0C2,3
CC_02015659F881,4
CC_02074A9ADB7A,4
CC_0207CA3C1DD9,3
CC_020A0EB137E0,2
CC_020C1AADAC9A,1
CC_020FC7ADC447,2
CC_020FFE185ACD,0
CC_02107589C479,3
CC_0211D89A1ACF,2
CC_021A8812B28E,0
CC_021FD690E352,3
CC_0220CC31D601,4
CC_0222F7DAFE81,0
CC_022320678E24,4
CC_022F2E7052FD,4
CC_02302E76108A,0
CC_023033C8850F,2
CC_0230E02D8543,4
CC_0230E22AF075,3
CC_02319698C018,2
CC_023532456F37,4
CC_0235BF3F4979,4
CC_02368E68A086,1
CC_023D65182EB2,0
CC_023F59E9986C,0
CC_0245F766E4AC,4
CC_0246B12B0445,3
CC_02474EEA5276,1
CC_02496C1D5547,1
CC_024993F15158,1
CC_024AA098CF34,2
CC_024AEE6FC78A,1
CC_024BCEFEB3B1,0
CC_024CB835F9F4,1
CC_02514C6C01C8,1
CC_02562009215E,1
CC_02587B1B7CE8,0
CC_025887FD1578,0
CC_025936DB6339,2
CC_0259F3A8C95E,1
CC_025A293D644C,0
CC_025B4242FDB8,3
CC_026066EEC1F2,1
CC_0262E6B2B495,3
CC_0262EA7FA26D,4
CC_02659F97FEFC,2
CC_02681B7C89D0,2
CC_0271C116181B,4
CC_027451E393E9,3
CC_0275AB744D32,3
CC_02768260ECE7,4
CC_0276D670D446,2
CC_027AE97B5FEC,2
CC_027BF65FD10E,2
CC_027C4B09BB5B,1
CC_0280AE6B7C38,4
CC_028114715BA7,2
CC_0281B228E890,3
CC_0286D2BEC77E,1
CC_0287EE5CC52C,2
CC_02881D519DF2,2
CC_02894540BAC1,1
CC_029180FB750A,1
CC_0292365EC65B,2
CC_02947671FD03,0
CC_0296AF94C10B,2
CC_0296C24B02D4,2
CC_0299342384D6,1
CC_029CE5404DAA,2
CC_02A3228A7385,0
CC_02A5FA7451E6,3
CC_02A83D2F80D4,3
CC_02AA8B22BDA7,4
CC_02AA9816DDB8,0
CC_02AD5064A3B8,1
CC_02AD7B165DE6,4
CC_02AEA61C112D,4
CC_02AEC45429A6,1
CC_02AF0737E6C2,0
CC_02B2580C09A0,4
CC_02B4DC166F1A,2
CC_02B715323970,2
CC_02B7D04CEC8D,3
CC_02BA95283E62,3
CC_02C246720CDF,2
CC_02C77F19808E,4
CC_02C797F0DBF1,4
CC_02C8B73713B5,2
CC_02CEA459F869,2
CC_02D1D4910688,3
CC_02D3AADCBEDB,4
CC_02D3C3105294,2
CC_02D6BF52CE73,3
CC_02DA4A841D8D,2
CC_02DB0674882C,0
CC_02DC56B0F1FF,3
CC_02DE5AF26FC3,4
CC_02E031636EA7,2
CC_02E10C2E326D,3
CC_02E16348D168,1
CC_02E19D1815C5,2
CC_02E3FC4D96BE,0
CC_02E430E9A0A6,3
CC_02E727F44272,3
CC_02EB27BA7EAF,1
CC_02EE7191F8A4,1
CC_02EF6EC394BA,3
CC_02F01C560625,0
CC_02F30271E181,0
CC_02F53D236C9E,1
CC_02F9190FC89B,4
CC_02FABE323494,0
CC_02FCACC905E9,1
CC_0309C207972A,2
CC_030AD899DD76,4
CC_030D66374B55,1
CC_030FE886131E,1
CC_03151B53E6C6,1
CC_031970F39493,1
CC_0320752EA53A,3
CC_0321DDF445E0,0
CC_03293D1B04FB,0
CC_03294B02C6E9,2
CC_032C779665AB,2
CC_032E5EE8677F,3
CC_033241817650,3
CC_0337B4E71D3F,2
CC_0338A96A192A,3
CC_033BD5351D7A,0
CC_034646F5D544,2
CC_0346B15D9469,2
CC_034A339BCCEC,0
CC_034B468EBB60,1
CC_034DD9A722C5,4
CC_034F4EFA8BFE,3
CC_03504F5AB86F,0
CC_0354B18976C9,0
CC_03562F93D8E3,3
CC_035671ED0A7B,1
CC_0358C2C1A932,0
CC_035D3588EC56,1
CC_035DA41191B3,0
CC_036016D7257B,2
CC_036166CC06C4,3
CC_0364EA926244,4
CC_0366D5696D16,1
CC_03676027229F,2
CC_036880C0DE52,0
CC_036A6CE616AD,2
CC_036EA4EE572C,0
CC_03710E581CCE,1
CC_0374D1351569,3
CC_0374F561CAE3,0
CC_037761AB3613,4
CC_03790BE11F72,2
CC_037B81675DBB,4
CC_037FB1C3E15D,3
CC_0380267FF063,3
CC_03882C58148D,4
CC_03882E114DB2,3
CC_03896CB41533,1
CC_038CB2FD4A18,3
CC_038EF6F3E5FE,0
CC_038FE7401997,2
CC_039378B910CE,3
CC_03961B833006,4
CC_03978E24C066,3
CC_039942F61C28,1
CC_0399C4A0B150,2
CC_039B3016F577,2
CC_03AB22276C2A,2
CC_03AC64A666E2,2
CC_03AFF955A990,4
CC_03B284A89001,2
CC_03B2F7DA9AA7,1
CC_03B328C95751,2
CC_03B50F841852,1
CC_03B56F1BF915,3
CC_03B8554898B1,2
CC_03BBD8F8A5D4,1
CC_03BE1A7B8392,1
CC_03C0B7E9D7C0,1
CC_03C6774914E6,4
CC_03C7571BABA7,2
CC_03CA87B19F7D,3
CC_03D0D1654B4F,3
CC_03D1E89D6CBF,4
CC_03D578C8C89A,2
CC_03DB0515A3F6,1
CC_03E2A455C91A,4
CC_03E32554800E,0
CC_03E5AD480F5C,2
CC_03E5C0623FC5,2
CC_03E5DEC65955,4
CC_03EA9AE48F7A,4
CC_03EACC64CE8B,2
CC_03ED2E16E739,1
CC_03ED721FECF9,3
CC_03EE6E5F00C1,3
CC_03F08C8460A7,4
CC_03F6A7EB53E4,0
CC_03F6E05D3907,3
CC_03F8DF7D32E9,1
CC_03FE107EAA61,4
CC_03FF986D2502,1
CC_040AB80DFBA1,2
CC_040D8ED6A285,1
CC_040D94E922FA,3
CC_040E3EEEA715,4
CC_0413EA4AEBB2,1
CC_041CF9707B3D,4
CC_0420CC5C8E4D,0
CC_0421CB469047,1
CC_04256E790E70,2
CC_0426A6F18A53,2
CC_04299225FBB7,1
CC_042A511FA68A,2
CC_042A596887CF,4
CC_042C04580C48,4
CC_042F45FBFAF1,0
CC_0434F6EEB715,0
CC_0438D6C8561F,1
CC_04390616DCEE,2
CC_0439716FD39F,4
CC_043DCB8C2376,0
CC_0442A4083E8A,2
CC_0447B5363EAD,2
CC_044819458563,0
CC_044C57511463,3
CC_044C7084A2B5,3
CC_0450CCC2C9BE,3
CC_0456E3578B0B,1
CC_045B2B5E5D0B,0
CC_045BA693F15F,1
CC_045C6B5771A5,0
CC_045D5AF9A56E,2
CC_04665AE5479A,0
CC_046D6D637F50,4
CC_046F8F942394,2
CC_0470EB7E3A12,3
CC_0473990151D2,1
CC_04746BDB3FD5,3
CC_0475D3D630A5,1
CC_04768E606734,4
CC_0477492CF518,3
CC_0477F5FDEABD,3
CC_047968EDD2C9,2
CC_047B2A826B14,3
CC_047FF722131C,4
CC_048166C48C88,2
CC_04838AAF6AC1,2
CC_0484835DD87F,1
CC_04848E1A43F7,0
CC_0486184A941B,4
CC_048B97EDE590,1
CC_048D165717F6,0
CC_0490048405E8,2
CC_04902E519DA6,4
CC_04930626BD15,3
CC_049565896B8C,4
CC_0499B72E7537,4
CC_049A02218452,4
CC_049ED1018745,1
CC_04A07E9E009E,2
CC_04A0B1015786,4
CC_04A32ED149BE,0
CC_04A391F3061E,2
CC_04A55FE0E282,1
CC_04B1297AB948,2
CC_04B17630AFE9,0
CC_04B44C0F4658,1
CC_04B4DF4DEF9B,4
CC_04B536D8902C,1
CC_04B5D21FD3E0,2
CC_04B872D00305,4
CC_04B92BE25F12,3
CC_04BE90616D5F,1
CC_04C0024EBCD7,2
CC_04C41D086D60,0
CC_04C798BE8C08,0
CC_04C94749E891,3
CC_04C99B10486E,2
CC_04CA7620EAED,4
CC_04D59F9FB0F8,1
CC_04D7B1C6DA60,4
CC_04D9EC4A25B2,3
CC_04E2390EE5C0,0
CC_04E2EBA35B5F,1
CC_04E77CA6B2BD,3
CC_04EA81365EC5,2
CC_04EFBBFA491C,4
CC_04F47438D1D8,4
CC_04F81D31B942,0
CC_04F8F9B8BA22,2
CC_04FDA6443A72,0
CC_04FE89FB567D,2
CC_05031263B8A2,4
CC_050465C58A50,0
CC_05088407C45A,1
CC_050903E7B725,3
CC_05099A9E9AB7,4
CC_0509DE377FF5,3
CC_050A9DFE5D86,1
CC_050B315AC07E,3
CC_050C8316C37C,3
CC_051318F1CC73,1
CC_0513A8283954,2
CC_051AE1FB117C,4
CC_051EFDF57C79,2
CC_051F1D61CFC5,4
CC_0520C32FFFBC,3
CC_05212FFD2EDB,3
CC_0523AF460A86,4
CC_052672AEC348,3
CC_0526F2E117F6,0
CC_052DF74932CA,2
CC_05367A9957C1,1
CC_05401DB637BD,0
CC_0543BECF2708,2
CC_0546E45AA535,1
CC_054979662E63,0
CC_0549CE20DF16,1
CC_054C7A474B42,0
CC_0550FC4A2855,3
CC_0552321475B4,3
CC_0555AC7E72B8,0
CC_0561D728431F,1
CC_05638553846E,1
CC_056534FE3AA5,1
CC_056A2167CC08,1
CC_056B64B129D8,3
CC_056D2D00B0F1,3
CC_056DF0808F42,2
CC_056E80C4319D,0
CC_0572C5C1B693,3
CC_05737ABF7471,4
CC_0574C5CA86C3,3
CC_0581592873D3,1
CC_058171DA1DCE,3
CC_05817D171247,3
CC_058365FF9381,4
CC_058663D63B28,2
CC_05875F50C2BB,4
CC_0587E8481B1E,4
CC_0587FB441177,1
CC_05895C36458F,0
CC_058CAD85BE76,4
CC_058FCBC9A7A5,2
CC_058FE3DBE19C,3
CC_0591C209D44D,1
CC_059423BA685C,3
CC_0597ED80E01C,2
CC_05990770D80E,0
CC_059DE359C4E9,0
CC_05A0FEAEB80D,1
CC_05A25FC0EF10,0
CC_05A41EC7FC1A,2
CC_05A499DEF7C2,2
CC_05AE049AF9F8,3
CC_05AF552D4D7E,4
CC_05B187D40B63,0
CC_05B333C0DF33,3
CC_05B7418E17E3,1
CC_05B82628E3FC,3
CC_05B9D662F55B,2
CC_05BA7F073AC7,4
CC_05BB5B29C712,3
CC_05BCF8DB31EB,0
CC_05BFF5F8441B,1
CC_05C0C2A30E48,0
CC_05C1A960D798,1
CC_05C40B4FD93E,0
CC_05C7BF273F44,2
CC_05CB514129BF,3
CC_05CF210DAD47,0
CC_05D1E269272A,2
CC_05D280951348,2
CC_05D2EA214E22,1
CC_05D3DF98FA6E,3
CC_05D5AA070631,1
CC_05D75D92F18D,0
CC_05D8B4F654FB,4
CC_05D93F9C9263,1
CC_05DA227E1279,1
CC_05DD18EFE70D,4
CC_05E50ECB4120,1
CC_05E5C2974C92,1
CC_05E66A6CF95F,0
CC_05E740122DA3,1
CC_05E7449D6D40,1
CC_05EAD48778B4,0
CC_05EB1A70EBA1,4
CC_05ECE028DC99,2
CC_05EDAB693883,3
CC_05F4EE3EA33F,0
CC_05FF76458CD4,3
CC_060081B57BBE,0
CC_06051E695A93,0
CC_060605FE00D6,4
CC_060801A0977D,4
CC_0608CC4E539B,1
CC_060C45819C51,0
CC_060F6C44B33D,4
CC_060F8B7BC60D,4
CC_060FD5AFB58E,1
CC_0610B20E8F48,4
CC_06124F8FD320,1
CC_061BC8E3DE42,2
CC_061D40D5762D,4
CC_0622A2C12608,4
CC_0624F662E890,4
CC_062637694AE9,2
CC_062A1582A115,1
CC_062CFA78A83E,2
CC_062D74137543,3
CC_062DE3F4E88E,3
CC_062E2E3C61B1,4
CC_063368598D75,1
CC_0634F2A2BCFB,2
CC_063AAE18B191,1
CC_063BE9A0D596,0
CC_0642F32E4269,2
CC_064C00719BB8,3
CC_064C0D35A26F,4
CC_064D2E8DB3D1,3
CC_064F7F9ED8A7,3
CC_06504D2ED9F8,1
CC_065331827C68,4
CC_0653E6DDCCA5,2
CC_0655D2EEE5AD,3
CC_06583E4D8D79,3
CC_0659066EA610,3
CC_065995CD97A8,2
CC_065BC4CCE667,0
CC_065CCC409116,3
CC_06645DBDB980,2
CC_066718F9929A,4
CC_066C346397C8,2
CC_0670B4700541,2
CC_0672E060DD15,1
CC_06742641549F,4
CC_06780E835690,3
CC_067B9953AC9F,4
CC_067BD66D2A51,0
CC_067DD53F00A3,4
CC_067FAEEB477D,3
CC_068030BC4536,3
CC_06805E9F0B8D,1
CC_0680A7682B38,0
CC_06875B891C05,4
CC_0689E4EDE638,1
CC_068B766943E8,4
CC_068D28040E79,0
CC_0690EBC2F4E7,4
CC_069303947F6C,2
CC_06933405185C,3
CC_0694EDF7CEE0,1
CC_06951CE4EB9C,2
CC_069A2AD95246,2
CC_069B459967D8,1
CC_069C4809C16E,0
CC_069EA724B3ED,3
CC_069FAD1B089D,4
CC_06A076914192,4
CC_06A624DED5C1,1
CC_06A63EB4CD74,0
CC_06A6DCA7FAE8,4
CC_06AB81AE84F0,3
CC_06AFA53183A8,3
CC_06AFD74E43A1,4
CC_06B218AC1B76,1
CC_06B37355486D,3
CC_06B467AEB70E,4
CC_06B5ED43139E,0
CC_06B9703A9FA7,4
CC_06BA285FC470,3
CC_06BD9FBABCD8,4
CC_06C2B17C7E3B,2
CC_06C3FB7D4638,4
CC_06C70A08BE8E,3
CC_06C7EC4D3773,2
CC_06C93563AF1A,4
CC_06CA576A2375,1
CC_06D3593ABBA6,1
CC_06D65497DC12,4
CC_06D7DF952757,3
CC_06D7FE638BD2,3
CC_06DD61708D94,2
CC_06DEC40D5230,0
CC_06DEE127D70C,4
CC_06E35DA935E6,1
CC_06E49AC570FC,2
CC_06E5AFAEFB84,0
CC_06E892264A96,3
CC_06F30EE293C8,1
CC_06FB1DE9628C,4
CC_06FC40387B9C,0
CC_06FD2214FD38,0
CC_070797733D90,1
CC_070AF66E8E41,0
CC_070BDC53B066,3
CC_07124FCAA715,4
CC_07136B7188F8,3
CC_0713C8DC61F6,3
CC_0715675C0BCD,4
CC_071D2F82AC4F,4
CC_071DDC9C4114,3
CC_07241C4C380D,0
CC_0725EBF44606,4
CC_0726CA04F48E,2
CC_072788E14FDD,4
CC_072D78B5A6ED,1
CC_0730FCBADCF9,2
CC_0735A4DCB321,3
CC_0736391E660A,0
CC_073869D6A04A,0
CC_073A0C6490D9,3
CC_0743946731E0,4
CC_0745B2969E99,1
CC_074B78A4E522,1
CC_074DAF275789,1
CC_07557970509C,2
CC_0756149C8398,1
CC_075995539BCF,0
CC_075A5177DEBE,3
CC_075B1E9E97BC,2
CC_075C67D0ADB9,0
CC_075D001B58C2,3
CC_075ECA104172,2
CC_07629AB675E5,3
CC_0766C7FC3685,1
CC_076914A72F09,4
CC_07699A7E41C6,4
CC_076D699A591D,2
CC_076DC55FE6DE,2
CC_076E02C6AD48,0
CC_076EF20DA422,1
CC_0770347E4CDE,1
CC_0771DE2B2A2C,2
CC_07799397D768,4
CC_077A70E9A75B,1
CC_0780472ECA74,3
CC_07851F3AD5C0,3
CC_078608CA07D1,1
CC_078634F801D7,0
CC_078936A9C116,3
CC_078A71C0F497,3
CC_078B99787D8B,1
CC_0793EFDEFF95,4
CC_07940CBA6335,3
CC_0795C109BC43,2
CC_0795EDFA425E,1
CC_0797B5645529,2
CC_079851423BB0,1
CC_079914214C2A,1
CC_07A19027A099,1
CC_07A4F476B425,4
CC_07A50D09E32C,1
CC_07A531F5CC39,4
CC_07A71AF90306,1
CC_07AE8ED46810,0
CC_07B02C3E2DB5,0
CC_07B0EB22AC24,2
CC_07B4317017FA,4
CC_07B54D98B373,2
CC_07B869ADC64E,0
CC_07B93FB41391,3
CC_07B9919D8E27,2
CC_07C075DC0ABA,0
CC_07C5C27325FA,2
CC_07CA5172C65D,2
CC_07CB6AE92D6B,4
CC_07CE5F117F48,1
CC_07CFA5A3E312,1
CC_07D0D501FDF8,3
CC_07D119041810,3
CC_07D1BFDCBF7D,1
CC_07D3F6C7F789,4
CC_07D64BEF27AD,1
CC_07D656414150,2
CC_07D8501ED076,4
CC_07D950F441B7,1
CC_07D99918A885,2
CC_07DADFC65696,4
CC_07DBCEFF9982,2
CC_07DE53607367,2
CC_07DF151C3D24,3
CC_07E1F1FC06E6,0
CC_07E2F2264F9D,4
CC_07E7378E2646,0
CC_07ECE0592DCB,4
CC_07F5FD390B1F,3
CC_07F7A389BF4E,0
CC_07FC4A2BC77E,4
CC_07FF8EC340B3,3
CC_0801B8AF7A9F,3
CC_0807ADD15F26,2
CC_0808F7C18855,4
CC_080CB10D0364,2
CC_080E1771D02E,2
CC_080E72C99130,1
CC_0810E47BEA85,4
CC_08115A4B058E,1
CC_081227D00C52,0
CC_08139F6C460F,4
CC_0816FF71311B,2
CC_0817F163FB1E,2
CC_08195EF1CA52,3
CC_081AA2242344,2
CC_081CBCE9700D,3
CC_082176D67132,3
CC_08231EE44891,3
CC_0823279D3077,0
CC_08247C7CDEA0,2
CC_08249B820A7A,3
CC_08288E34F2F5,2
CC_082E87A9B4B1,2
CC_082FB2720EB3,3
CC_083222B8F316,0
CC_0839A33FCE00,0
CC_083C33E9151D,4
CC_083CD0E2A167,3
CC_08403797E6EA,0
CC_0841402F9A24,4
CC_0842B2FDB642,3
CC_0842DC3DC72D,1
CC_08440259404C,4
CC_0846BD9FAA1C,0
CC_084876B3442B,0
CC_0849837A872A,0
CC_084A0FEE0AAB,0
CC_084BC55A842A,2
CC_084D9EE11B76,4
CC_084DB161F983,2
CC_084F916FC768,2
CC_084FB95CAB85,2
CC_085139B7D54C,1
CC_0855D0C0F7B5,0
CC_085642D91EE7,2
CC_085D6D5266B8,2
CC_085D78F164A0,0
CC_085E969E0928,0
CC_085F11C66A32,2
CC_08619FD59387,3
CC_0861B60C249C,0
CC_0868E58C74C1,2
CC_086B2BE5D351,4
CC_086BA27778F8,1
CC_086DB83BDC55,4
CC_08750D4FEC33,1
CC_087672402147,0
CC_0876AEE19F94,2
CC_0878F28E8417,4
CC_087A86ED6C6A,3
CC_087B451DE42F,0
CC_087C783CEAB7,4
CC_087C84FFD93A,2
CC_087D030DB6A8,3
CC_087FA76FFE5E,1
CC_0888349F21FD,3
CC_088969325432,4
CC_088C68313B5D,2
CC_088D9EA29129,2
CC_088E2D0D27EC,3
CC_0891486BDA08,1
CC_0891825DA636,0
CC_089245AF41F8,2
CC_0899609BF534,4
CC_089C94786E2D,1
CC_089C9DDB1C5A,2
CC_08A34A2639A1,0
CC_08A53BBBCE9D,1
CC_08A5BBED2B0D,2
CC_08AD61D6D692,4
CC_08AFAD09463D,3
CC_08B196099DB0,1
CC_08B650C56F28,4
CC_08B6ECF026A0,0
CC_08B98BA24D78,1
CC_08C1D24436A5,3
CC_08C829408EBB,2
CC_08C89784803B,2
CC_08CC95AD4110,4
CC_08D11BBB0075,0
CC_08D1DD574261,1
CC_08D378559DFE,3
CC_08D40B5264A8,4
CC_08D41E19FF18,0
CC_08D672A43C3B,4
CC_08D9BA336AB8,1
CC_08DB4D0986C2,3
CC_08DE6D45E3C6,1
CC_08E1C6E56B36,1
CC_08E3D97E1659,4
CC_08E44F93E249,4
CC_08E5485F36EF,1
CC_08E668EC1255,2
CC_08E72FAAB4D9,2
CC_08E9C2CA5AAC,3
CC_08EBFBC2EFFD,4
CC_08EC3B839EDD,3
CC_08EC4AE8BABF,1
CC_08F5071759E5,2
CC_08F82CD59D75,1
CC_08F8BDE9C73F,2
CC_08F93BCEE905,2
CC_08F96920CE0C,2
CC_08FB6891E101,2
CC_08FF14D7E173,4
CC_0906AC8F160C,0
CC_090900EC9AAA,0
CC_09090EB74664,3
CC_09099D46BE98,3
CC_090BCB4BB42C,4
CC_090C04C0C474,0
CC_0911FF4C74B5,2
CC_091390A2DFAA,2
CC_0917CB63B767,3
CC_091B2ECA7BFA,2
CC_091F4B87F147,1
CC_092137A0950B,4
CC_0923560180DC,4
CC_092BD3E1B702,4
CC_092D671397F2,1
CC_09319A997B62,0
CC_0931CDD13861,1
CC_0933392B5B07,3
CC_09391B0D1D66,1
CC_093EBA6E286D,1
CC_09457CA5C6C4,1
CC_094703EB6E24,1
CC_094A1E74EBCE,1
CC_094DA806D155,3
CC_0950E8F3267E,0
CC_0951D4DEB24D,0
CC_095DAE4124FC,1
CC_095E57DE825A,1
CC_09609F2EB6ED,3
CC_0961DB8D4872,3
CC_096349D3905D,2
CC_0967D032E088,4
CC_096E87D54477,0
CC_0973A9899EAB,3
CC_097458C61B4F,0
CC_097A0C40D881,4
CC_097AB7DABF0E,4
CC_0984B2D6AED2,3
CC_09879B7CE1E7,1
CC_098B2B6293D6,1
CC_098EA6AEB483,0
CC_099087D32DEA,0
CC_09909BD37806,0
CC_099AB91EA380,0
CC_099B58F1E786,3
CC_099B828FA09A,2
CC_099BDF25B430,3
CC_099E26D9EF6A,2
CC_09A509146F38,4
CC_09A5BD444A27,3
CC_09A9984AC246,1
CC_09AF753B7CB9,2
CC_09B114B2D2D4,3
CC_09B281513757,2
CC_09B503D3194E,3
CC_09B6336FECED,0
CC_09B9E0F3B73B,3
CC_09BD6D248D04,1
CC_09BE18C733AB,3
CC_09C023CF36E7,1
CC_09C1E1578A5C,0
CC_09C43084F936,4
CC_09CB2C4B9890,0
CC_09CB44CD08FA,4
CC_09CE70E9647E,4
CC_09D03636B613,2
CC_09D05875865A,4
CC_09D21570768B,0
CC_09D6B7CA3FCD,2
CC_09D826B67656,2
CC_09D8BE21DBC8,3
CC_09DDEE0E4970,3
CC_09DDF293FDEA,0
CC_09E3CE0661A3,3
CC_09E5430CC95F,3
CC_09E773137A14,4
CC_09E9230CF64E,4
CC_09E9AFDA34A4,0
CC_09F024507CE2,4
CC_09F70398D706,0
CC_09F8B54DB9A6,4
CC_09F900BEC423,3
CC_09FC7B468C9C,0
CC_0A03BEFA13C6,1
CC_0A03F13DFBD8,4
CC_0A0961770C6E,4
CC_0A1077269584,3
CC_0A13F2484216,4
CC_0A1450B1D3E3,3
CC_0A16375BFE61,0
CC_0A1B95ABABCB,3
CC_0A22EA63453D,3
CC_0A24FC1277A0,2
CC_0A25553CE67E,4
CC_0A267655AC20,2
CC_0A2969C54B5F,2
CC_0A2C9EEBF06E,2
CC_0A2D425082F0,4
CC_0A2E26070BC8,0
CC_0A327C07F0BE,2
CC_0A333C77238A,0
CC_0A337EDA8C55,0
CC_0A3DC9894F29,4
CC_0A3DE96DCA51,1
CC_0A42FF68341B,0
CC_0A4914959E54,3
CC_0A4D5D115979,2
CC_0A4E6F4FBD06,1
CC_0A52BA21B4A7,3
CC_0A5D1270D1E1,2
CC_0A5D157FDED4,3
CC_0A6233D2C619,3
CC_0A6385FEF719,2
CC_0A683DEDA228,1
CC_0A697E3841C0,1
CC_0A6D4900EEE6,4
CC_0A6E3CBC02D5,4
